#Lx=Ly   <tau_Wx2>      error           Iz/Ig           error   
8	52.43510999999999 1.3158880459278401 4.573890335475726e-05 2.4827217210260243e-08
16	43.620825 0.8376464860697502 1.0689459798340856e-05 8.170793169424247e-09
32	42.267509999999994 0.969560974030596 2.666894948053155e-06 4.925713031678013e-09
64	43.32691 0.97218093217748 6.68002612359923e-07 2.1247498756502013e-09
128	43.652384999999995 1.3405819774944367 1.690957110280197e-07 7.837513505740065e-10

